match_id, team_id, inning, total_score, wickets, 50_in_balls, 100_in_balls,id
438,11,2,132,9,50,91,869
439,10,1,159,7,47,95,870
439,11,2,117,10,51,99,871
440,10,1,189,2,45,79,872
440,11,2,140,9,43,91,873
441,4,1,131,9,44,90,874
441,28,2,134,6,19,37,875
442,4,1,160,6,32,72,876
442,28,2,117,10,43,104,877
443,4,1,131,4,63,99,878
443,28,2,134,7,36,99,879
444,64,1,103,10,74,110,880
444,28,2,104,1,50,99,881
445,64,1,171,8,50,73,882
445,28,2,170,8,49,93,883
446,28,1,224,5,34,64,884
446,64,2,204,9,29,61,885
447,64,1,193,6,38,77,886
447,28,2,159,5,31,84,887
448,28,1,179,4,31,79,888
448,64,2,162,10,30,71,889
449,80,1,149,7,46,95,890
449,82,2,138,7,45,93,891
450,82,1,118,9,65,100,892
450,80,2,99,10,65,0,893
451,80,1,165,3,44,84,894
451,82,2,141,7,38,78,895
452,43,1,134,5,53,102,896
452,61,2,135,3,34,71,897
453,61,1,134,6,62,96,898
453,43,2,65,5,68,0,899
454,61,1,189,3,31,74,900
454,43,2,124,10,49,94,901
455,62,1,136,4,60,103,902
455,34,2,141,1,24,63,903
456,62,1,191,2,40,80,904
456,63,2,176,8,33,71,905
457,63,1,109,10,45,89,906
457,34,2,113,1,29,63,907
458,34,1,206,6,34,70,908
458,62,2,209,7,25,62,909
459,62,1,107,4,51,77,910
459,63,2,91,4,27,0,911
460,34,1,217,7,34,64,912
460,63,2,148,10,37,72,913
461,34,1,238,3,32,65,914
461,62,2,96,10,54,0,915
462,47,1,164,5,34,71,916
462,4,2,126,10,40,83,917
463,47,1,132,5,46,95,918
463,4,2,133,6,53,98,919
464,47,1,81,8,81,0,920
464,4,2,82,3,68,0,921
465,10,1,160,6,34,72,922
465,28,2,161,2,24,62,923
466,10,1,166,7,27,64,924
466,28,2,150,9,35,91,925
467,10,1,167,8,35,68,926
467,28,2,166,7,37,73,927
468,28,1,167,6,32,91,928
468,10,2,146,9,42,86,929
469,10,1,168,4,37,68,930
469,28,2,143,9,34,79,931
470,28,1,145,6,59,95,932
470,14,2,127,10,26,56,933
471,28,1,196,4,39,76,934
471,14,2,140,10,42,77,935
472,14,1,141,6,42,92,936
472,28,2,142,4,39,70,937
473,14,1,189,6,25,56,938
473,28,2,185,6,23,72,939
474,28,1,199,8,28,48,940
474,14,2,183,9,30,57,941
475,28,1,85,5,32,0,942
476,80,1,157,8,31,78,943
476,28,2,150,4,54,94,944
477,28,1,15,0,0,0,945
478,28,1,30,0,0,0,946
479,14,1,149,9,45,79,947
479,4,2,122,8,54,101,948
480,14,1,164,6,34,72,949
480,4,2,164,8,49,88,950
481,4,1,121,6,59,106,951
481,14,2,124,4,49,82,952
482,4,1,139,8,46,86,953
482,14,2,143,4,53,84,954
483,14,1,154,6,54,92,955
483,4,2,155,5,34,80,956
484,98,1,126,5,40,96,957
484,104,2,127,1,38,84,958
485,103,1,162,6,49,89,959
485,104,2,84,10,72,0,960
486,104,1,161,7,40,85,961
486,98,2,165,4,32,68,962
487,103,1,179,5,44,75,963
487,98,2,180,5,31,67,964
488,104,1,156,4,36,61,965
488,103,2,161,6,25,55,966
489,20,1,157,8,46,82,967
489,69,2,159,7,21,43,968
490,92,1,144,10,29,80,969
490,20,2,147,5,28,57,970
491,35,1,157,8,29,67,971
491,69,2,161,3,27,53,972
492,69,1,191,10,21,54,973
492,92,2,100,10,39,100,974
493,92,1,115,7,60,107,975
493,69,2,116,0,14,32,976
494,35,1,140,10,43,88,977
494,20,2,33,2,0,0,978
495,82,1,152,10,36,71,979
495,66,2,153,2,43,76,980
496,82,1,166,6,37,82,981
496,66,2,143,10,46,87,982
497,82,1,193,5,26,57,983
497,66,2,194,5,36,65,984
498,23,1,99,10,60,0,985
498,22,2,103,4,47,98,986
499,22,1,50,10,77,0,987
499,23,2,52,0,33,0,988
500,22,1,114,9,67,113,989
500,23,2,115,6,55,100,990
501,23,1,128,10,54,99,991
501,22,2,125,10,53,102,992
502,23,1,172,6,54,75,993
502,22,2,133,10,36,77,994
503,66,1,131,7,51,100,995
503,14,2,108,10,58,104,996
504,14,1,121,7,58,98,997
504,66,2,123,5,46,93,998
505,66,1,127,9,53,98,999
505,14,2,117,4,56,106,1000
506,66,1,104,9,61,117,1001
506,14,2,105,7,37,107,1002
507,66,1,122,8,44,90,1003
507,14,2,62,10,58,0,1004
508,70,1,76,10,98,0,1005
508,53,2,80,5,74,0,1006
509,70,1,112,7,55,114,1007
509,12,2,113,6,40,108,1008
510,12,1,94,9,50,0,1009
510,53,2,97,8,41,0,1010
511,53,1,164,3,50,82,1011
511,12,2,116,8,56,108,1012
512,70,1,131,8,62,95,1013
512,12,2,128,8,61,104,1014
513,70,1,185,7,48,94,1015
513,53,2,134,6,55,99,1016
514,70,1,127,8,66,104,1017
514,53,2,96,4,47,0,1018
515,10,1,163,5,38,89,1019
515,4,2,135,6,56,92,1020
516,4,1,103,10,34,92,1021
516,10,2,105,1,37,84,1022
517,4,1,120,8,40,107,1023
517,10,2,121,0,41,75,1024
518,24,1,60,10,82,0,1025
518,66,2,62,3,81,0,1026
519,66,1,141,6,51,89,1027
519,24,2,137,5,53,101,1028
520,24,1,128,5,52,105,1029
520,66,2,76,10,68,0,1030
521,24,1,93,10,61,0,1031
521,66,2,96,4,68,0,1032
522,24,1,161,5,31,85,1033
522,66,2,134,8,61,87,1034
523,82,1,117,7,50,100,1035
523,11,2,114,9,55,102,1036
524,82,1,152,5,49,93,1037
524,11,2,153,3,35,75,1038
525,11,1,178,2,54,86,1039
525,82,2,138,10,36,77,1040
526,11,1,174,4,32,72,1041
526,82,2,110,9,56,114,1042
527,82,1,124,4,58,101,1043
527,11,2,119,10,42,98,1044
528,85,1,135,4,61,98,1045
528,93,2,137,7,54,97,1046
529,93,1,122,9,36,94,1047
529,85,2,126,4,58,102,1048
530,36,1,148,5,49,87,1049
530,22,2,149,2,42,79,1050
531,22,1,197,3,47,81,1051
531,36,2,193,2,41,69,1052
532,38,1,218,6,29,52,1053
532,36,2,108,10,53,99,1054
533,89,1,164,5,27,72,1055
533,57,2,165,9,47,78,1056
534,57,1,136,8,56,102,1057
534,89,2,79,10,60,0,1058
535,89,1,166,6,42,77,1059
535,57,2,30,1,0,0,1060
536,57,1,147,8,39,94,1061
536,89,2,148,3,55,84,1062
537,93,1,135,6,50,92,1063
537,96,2,139,6,36,84,1064
538,93,1,141,8,54,102,1065
538,96,2,142,6,41,90,1066
539,96,1,141,7,48,98,1067
539,93,2,113,7,46,80,1068
540,96,1,145,7,54,91,1069
540,93,2,146,4,24,56,1070
541,49,1,141,6,51,93,1071
541,82,2,134,9,50,93,1072
542,82,1,136,5,53,97,1073
542,49,2,126,10,62,94,1074
543,49,1,177,4,36,82,1075
543,82,2,180,4,39,84,1076
544,9,1,129,9,44,82,1077
544,42,2,131,0,40,69,1078
545,49,1,140,9,54,101,1079
545,66,2,134,7,53,101,1080
546,62,1,106,10,53,110,1081
546,11,2,107,3,48,86,1082
547,61,1,96,10,54,0,1083
547,4,2,100,3,48,81,1084
548,49,1,165,9,44,77,1085
548,9,2,148,10,50,88,1086
549,66,1,153,10,50,79,1087
549,42,2,127,9,38,90,1088
550,62,1,164,4,41,80,1089
550,61,2,166,4,46,74,1090
551,4,1,171,7,38,77,1091
551,11,2,101,10,45,107,1092
552,66,1,181,7,42,80,1093
552,9,2,97,10,81,0,1094
553,42,1,122,10,54,98,1095
553,49,2,123,2,40,84,1096
554,11,1,125,8,34,96,1097
554,61,2,126,2,61,96,1098
555,62,1,44,10,0,0,1099
555,4,2,45,2,0,0,1100
556,10,1,118,9,51,108,1101
556,14,2,121,5,59,107,1102
557,28,1,55,10,77,0,1103
557,64,2,56,4,46,0,1104
558,66,1,171,4,39,82,1105
558,4,2,172,5,34,75,1106
559,47,1,151,7,54,90,1107
559,80,2,152,0,46,77,1108
560,28,1,143,8,52,92,1109
560,10,2,144,2,45,84,1110
561,24,1,134,8,49,89,1111
561,80,2,135,5,57,98,1112
562,66,1,124,9,55,105,1113
562,64,2,126,2,36,70,1114
563,49,1,109,8,65,111,1115
563,61,2,115,6,54,104,1116
564,4,1,154,6,34,87,1117
564,14,2,155,3,26,66,1118
565,28,1,142,7,61,97,1119
565,66,2,139,5,58,91,1120
566,4,1,142,10,49,96,1121
566,10,2,146,6,49,94,1122
567,14,1,125,10,67,107,1123
567,64,2,126,2,32,61,1124
568,47,1,110,7,64,115,1125
568,24,2,111,2,41,82,1126
569,64,1,163,4,61,90,1127
569,4,2,137,10,42,81,1128
570,66,1,84,10,73,0,1129
570,10,2,86,4,52,0,1130
571,80,1,189,2,54,78,1131
571,61,2,144,5,50,89,1132
572,24,1,172,5,34,76,1133
572,49,2,156,5,38,84,1134
573,66,1,73,10,50,0,1135
573,14,2,78,2,27,0,1136
574,4,1,189,3,38,71,1137
574,28,2,169,8,36,81,1138
575,24,1,163,4,46,98,1139
575,61,2,111,7,47,106,1140
576,49,1,85,10,62,0,1141
576,47,2,89,2,23,0,1142
577,28,1,157,7,34,91,1143
577,14,2,161,2,35,61,1144
578,10,1,189,2,43,78,1145
578,64,2,179,8,30,69,1146
579,80,1,189,4,49,86,1147
579,49,2,117,6,70,106,1148
580,61,1,132,8,57,100,1149
580,47,2,136,1,33,69,1150
581,64,1,166,4,45,84,1151
581,24,2,167,5,54,87,1152
582,80,1,176,4,40,83,1153
582,14,2,177,5,33,75,1154
583,24,1,172,4,53,83,1155
583,14,2,173,2,42,69,1156
584,21,1,107,8,59,116,1157
584,59,2,108,2,28,68,1158
585,43,1,152,4,51,86,1159
585,21,2,96,6,79,0,1160
586,59,1,162,5,42,83,1161
586,21,2,101,7,80,120,1162
587,21,1,123,8,44,101,1163
587,43,2,124,2,51,90,1164
588,59,1,151,9,39,78,1165
588,43,2,129,10,58,97,1166
589,21,1,133,5,47,84,1167
589,59,2,107,5,56,87,1168
590,43,1,172,6,58,80,1169
590,21,2,117,7,70,107,1170
591,43,1,120,9,48,96,1171
591,59,2,114,9,36,102,1172
592,86,1,128,7,73,102,1173
592,53,2,132,3,48,89,1174
593,53,1,115,9,55,107,1175
593,86,2,116,5,35,92,1176
594,53,1,119,9,46,99,1177
594,86,2,120,9,54,98,1178
595,69,1,211,8,28,57,1179
595,104,2,176,9,35,69,1180
596,98,1,187,4,40,66,1181
596,35,2,125,10,39,86,1182
597,84,1,165,6,32,71,1183
597,104,2,160,7,50,88,1184
598,35,1,112,9,53,106,1185
598,22,2,113,3,39,65,1186
599,69,1,195,6,36,67,1187
599,84,2,187,10,31,62,1188
600,98,1,179,6,35,72,1189
600,84,2,177,9,40,75,1190
601,69,1,202,8,19,61,1191
601,22,2,166,8,30,71,1192
602,22,1,170,5,46,75,1193
602,84,2,171,2,33,62,1194
603,69,1,156,10,37,78,1195
603,98,2,123,9,52,107,1196
604,47,1,198,8,30,58,1197
604,64,2,148,10,45,75,1198
605,47,1,170,8,31,78,1199
605,64,2,121,10,50,89,1200
606,64,1,215,7,34,67,1201
606,47,2,198,9,43,73,1202
607,64,1,234,6,38,63,1203
607,10,2,193,8,35,68,1204
608,10,1,207,3,35,59,1205
608,64,2,149,10,35,71,1206
609,10,1,191,5,36,75,1207
609,64,2,101,10,48,99,1208
610,66,1,127,7,63,107,1209
610,80,2,132,6,68,103,1210
611,66,1,108,7,48,108,1211
611,80,2,109,2,59,97,1212
612,66,1,124,7,59,100,1213
612,80,2,127,5,65,97,1214
613,24,1,164,6,44,76,1215
613,47,2,166,5,29,69,1216
614,24,1,153,6,27,78,1217
614,47,2,155,3,40,70,1218
615,47,1,184,7,31,66,1219
615,24,2,111,10,50,98,1220
616,28,1,157,7,37,93,1221
616,47,2,162,4,27,77,1222
617,47,1,186,5,37,80,1223
617,28,2,178,3,38,75,1224
618,47,1,184,5,41,91,1225
618,28,2,167,9,26,69,1226
619,47,1,199,2,32,62,1227
619,4,2,137,6,54,98,1228
620,4,1,183,5,48,87,1229
620,47,2,186,3,39,69,1230
621,4,1,146,5,64,101,1231
621,47,2,148,4,37,69,1232
622,47,1,211,4,35,58,1233
622,10,2,212,3,27,71,1234
623,47,1,148,6,42,86,1235
623,10,2,149,6,55,81,1236
624,47,1,179,5,33,65,1237
624,10,2,131,10,50,88,1238
625,47,1,169,6,46,91,1239
625,10,2,87,9,54,0,1240
626,47,1,28,2,0,0,1241
627,75,1,102,8,69,119,1242
627,18,2,105,6,65,108,1243
628,75,1,130,6,52,92,1244
628,18,2,131,2,32,67,1245
629,18,1,92,10,80,0,1246
629,33,2,93,2,37,0,1247
630,75,1,118,7,47,97,1248
630,33,2,122,4,47,87,1249
631,18,1,149,7,41,82,1250
631,33,2,151,7,28,65,1251
632,18,1,160,9,36,65,1252
632,75,2,121,6,38,92,1253
633,75,1,71,10,77,0,1254
633,33,2,72,2,41,0,1255
634,49,1,137,8,62,99,1256
634,61,2,138,5,34,65,1257
635,61,1,174,6,42,86,1258
635,9,2,160,6,40,68,1259
636,19,1,123,7,60,109,1260
636,11,2,124,3,45,92,1261
637,19,1,163,4,44,80,1262
637,11,2,109,10,54,97,1263
638,11,1,134,5,45,87,1264
638,19,2,139,3,47,74,1265
639,9,1,154,5,33,88,1266
639,49,2,156,2,34,74,1267
640,22,1,213,5,43,66,1268
640,36,2,152,2,50,94,1269
641,36,1,133,9,51,89,1270
641,16,2,134,1,30,67,1271
642,35,1,81,10,75,0,1272
642,16,2,82,2,27,0,1273
643,16,1,150,9,35,83,1274
643,22,2,142,9,40,95,1275
644,36,1,177,9,25,56,1276
644,35,2,178,4,37,71,1277
645,22,1,176,7,49,88,1278
645,16,2,170,8,27,71,1279
646,100,1,137,7,48,93,1280
646,53,2,133,5,33,100,1281
647,85,1,100,9,77,120,1282
647,99,2,101,4,50,107,1283
648,85,1,110,6,61,115,1284
648,53,2,112,4,56,102,1285
649,100,1,139,5,50,98,1286
649,99,2,98,10,69,0,1287
650,100,1,94,10,87,0,1288
650,85,2,89,10,69,0,1289
651,99,1,103,5,63,118,1290
651,53,2,104,6,58,111,1291
652,99,1,141,4,41,84,1292
652,85,2,132,9,59,100,1293
653,53,1,85,10,84,0,1294
653,100,2,86,6,65,0,1295
654,99,1,100,8,62,120,1296
654,100,2,104,2,46,109,1297
655,53,1,119,5,59,109,1298
655,85,2,107,10,62,109,1299
656,99,1,117,10,37,106,1300
656,53,2,116,6,82,108,1301
657,85,1,130,6,50,105,1302
657,100,2,131,6,59,96,1303
658,57,1,153,9,39,75,1304
658,89,2,157,5,51,85,1305
659,5,1,95,10,66,0,1306
659,89,2,96,1,39,0,1307
660,41,1,98,7,69,0,1308
660,43,2,101,0,25,66,1309
661,65,1,131,8,46,99,1310
661,5,2,132,4,34,75,1311
662,50,1,97,10,42,0,1312
662,41,2,99,2,39,0,1313
663,43,1,169,4,41,78,1314
663,57,2,63,10,72,0,1315
664,41,1,95,8,73,0,1316
664,89,2,96,3,44,0,1317
665,65,1,26,10,0,0,1318
665,43,2,27,0,0,0,1319
666,50,1,72,10,71,0,1320
666,43,2,76,4,53,0,1321
667,41,1,142,2,49,99,1322
667,5,2,121,10,43,93,1323
668,50,1,74,9,82,0,1324
668,89,2,75,4,40,0,1325
669,50,1,128,7,37,78,1326
669,5,2,130,3,38,73,1327
670,57,1,102,8,29,66,1328
670,65,2,80,7,37,0,1329
671,43,1,176,6,40,79,1330
671,89,2,97,10,65,0,1331
672,50,1,77,10,42,0,1332
672,57,2,79,3,28,0,1333
673,41,1,139,2,56,96,1334
673,57,2,115,10,54,104,1335
674,43,1,164,5,44,88,1336
674,5,2,69,9,64,0,1337
675,7,1,157,5,40,78,1338
675,87,2,85,10,62,0,1339
676,88,1,242,6,22,41,1340
676,45,2,155,9,40,70,1341
677,45,1,209,5,27,60,1342
677,44,2,38,10,0,0,1343
678,87,1,99,8,73,0,1344
678,88,2,104,2,23,65,1345
679,44,1,51,10,94,0,1346
679,7,2,54,1,28,0,1347
680,45,1,96,9,46,0,1348
680,87,2,97,5,66,0,1349
681,7,1,152,5,54,87,1350
681,45,2,100,10,51,118,1351
682,88,1,240,5,22,60,1352
682,44,2,62,10,46,0,1353
683,44,1,89,9,71,0,1354
683,87,2,90,4,51,0,1355
684,88,1,143,10,43,90,1356
684,7,2,140,7,46,96,1357
685,21,1,99,10,82,0,1358
685,87,2,100,4,58,120,1359
686,21,1,124,8,64,105,1360
686,87,2,55,10,85,0,1361
687,87,1,84,5,99,0,1362
687,21,2,85,1,58,0,1363
688,21,1,90,10,65,0,1364
688,87,2,71,10,76,0,1365
689,21,1,134,8,55,97,1366
689,87,2,98,9,62,0,1367
690,71,1,98,9,78,0,1368
690,2,2,101,3,37,91,1369
691,78,1,124,8,35,99,1370
691,46,2,129,4,25,47,1371
692,51,1,154,6,39,77,1372
692,71,2,56,10,100,0,1373
693,71,1,88,9,68,0,1374
693,78,2,93,3,22,0,1375
694,71,1,103,10,51,109,1376
694,46,2,107,5,36,69,1377
695,78,1,179,9,31,66,1378
695,2,2,161,6,45,86,1379
696,46,1,126,9,52,100,1380
696,51,2,127,8,25,54,1381
697,79,1,64,9,95,0,1382
697,17,2,68,0,23,0,1383
698,48,1,234,3,23,61,1384
698,79,2,89,6,82,0,1385
699,26,1,121,10,58,95,1386
699,3,2,109,5,45,111,1387
700,79,1,143,8,53,94,1388
700,1,2,131,8,48,104,1389
701,17,1,172,10,28,65,1390
701,52,2,149,8,50,74,1391
702,48,1,142,5,55,90,1392
702,17,2,142,8,61,97,1393
703,3,1,171,4,43,78,1394
703,79,2,112,10,52,99,1395
704,52,1,239,6,29,51,1396
704,26,2,99,8,73,0,1397
705,3,1,90,7,70,0,1398
705,17,2,94,2,44,0,1399
706,26,1,90,7,88,0,1400
706,17,2,91,0,40,0,1401
707,79,1,85,10,90,0,1402
707,52,2,89,3,26,0,1403
708,1,1,139,8,61,98,1404
708,26,2,113,10,36,93,1405
709,3,1,109,10,46,96,1406
709,48,2,115,1,21,46,1407
710,48,1,245,1,26,56,1408
710,1,2,37,10,0,0,1409
711,80,1,200,6,44,72,1410
711,28,2,137,10,37,88,1411
712,80,1,172,8,36,78,1412
712,28,2,163,10,36,83,1413
713,28,1,207,3,26,61,1414
713,80,2,208,3,29,61,1415
714,80,1,162,8,35,77,1416
714,14,2,163,7,25,63,1417
715,21,1,114,9,52,105,1418
715,88,2,117,4,41,73,1419
716,59,1,161,5,61,91,1420
716,43,2,160,7,60,83,1421
717,43,1,147,9,51,95,1422
717,21,2,50,2,53,0,1423
718,88,1,187,5,32,73,1424
718,59,2,138,10,29,74,1425
719,88,1,140,8,52,94,1426
719,43,2,141,2,59,87,1427
720,21,1,130,6,51,96,1428
720,59,2,136,2,41,72,1429
721,88,1,101,10,38,99,1430
721,59,2,104,3,35,75,1431
722,21,1,112,9,67,113,1432
722,43,2,114,2,48,93,1433
723,88,1,68,10,58,0,1434
723,43,2,74,4,45,0,1435
724,59,1,168,6,28,79,1436
724,21,2,108,10,47,91,1437
725,59,1,123,3,72,105,1438
725,43,2,118,4,57,98,1439
726,88,1,136,7,49,97,1440
726,21,2,67,10,56,0,1441
727,17,1,188,6,57,83,1442
727,11,2,162,6,34,78,1443
728,11,1,150,10,32,79,1444
728,17,2,141,7,58,97,1445
729,61,1,163,7,44,94,1446
729,4,2,108,10,47,106,1447
730,19,1,111,8,52,108,1448
730,62,2,112,7,45,108,1449
731,49,1,160,5,30,82,1450
731,28,2,118,10,33,95,1451
732,82,1,174,7,46,73,1452
732,11,2,143,9,48,83,1453
733,61,1,121,6,52,107,1454
733,62,2,122,5,36,92,1455
734,4,1,152,8,34,79,1456
734,19,2,73,10,76,0,1457
735,49,1,176,5,41,77,1458
735,11,2,180,4,45,78,1459
736,28,1,153,7,37,83,1460
736,82,2,122,10,32,85,1461
737,4,1,162,6,54,87,1462
737,62,2,146,9,47,85,1463
738,19,1,148,3,58,93,1464
738,61,2,141,8,55,96,1465
739,28,1,146,5,44,86,1466
739,11,2,150,1,26,65,1467
740,49,1,132,6,42,100,1468
740,82,2,133,5,57,86,1469
741,24,1,200,3,23,61,1470
741,14,2,111,10,48,91,1471
742,11,1,128,8,48,90,1472
742,4,2,133,1,33,77,1473
743,80,1,159,8,54,85,1474
743,47,2,160,6,63,90,1475
744,66,1,144,8,41,87,1476
744,62,2,135,10,59,100,1477
745,82,1,79,5,45,0,1478
745,10,2,51,0,18,0,1479
746,4,1,157,6,48,85,1480
746,14,2,158,3,48,82,1481
747,11,1,157,10,32,68,1482
747,64,2,105,5,52,86,1483
748,10,1,205,5,27,65,1484
748,66,2,101,10,40,95,1485
749,47,1,179,2,51,80,1486
749,62,2,123,9,58,106,1487
750,82,1,130,8,43,93,1488
750,80,2,129,8,55,99,1489
751,24,1,167,7,58,88,1490
751,4,2,102,10,53,112,1491
752,66,1,150,7,48,88,1492
752,82,2,147,8,50,94,1493
753,62,1,91,9,73,0,1494
753,80,2,95,4,39,0,1495
754,47,1,133,9,53,89,1496
754,10,2,137,5,64,93,1497
755,14,1,179,5,41,82,1498
755,11,2,137,10,37,84,1499
756,64,1,179,6,38,76,1500
756,24,2,159,6,45,80,1501
757,82,1,117,10,53,98,1502
757,62,2,120,5,51,87,1503
758,47,1,184,6,46,71,1504
758,66,2,145,6,32,69,1505
759,80,1,185,9,47,79,1506
759,10,2,108,9,37,73,1507
760,24,1,185,6,34,70,1508
760,11,2,150,9,39,86,1509
761,4,1,141,8,29,77,1510
761,64,2,144,6,30,74,1511
762,62,1,158,4,39,79,1512
762,10,2,145,8,49,85,1513
763,66,1,127,8,45,91,1514
763,80,2,128,5,57,92,1515
764,47,1,186,5,38,80,1516
764,82,2,115,10,57,87,1517
765,24,1,152,4,50,87,1518
765,80,2,153,3,34,70,1519
766,47,1,168,6,47,90,1520
766,64,2,170,0,29,61,1521
767,80,1,137,8,48,87,1522
767,64,2,138,5,37,94,1523
768,34,1,117,8,65,113,1524
768,42,2,78,10,71,0,1525
769,48,1,216,1,31,62,1526
769,25,2,98,5,65,0,1527
770,19,1,157,5,52,96,1528
770,11,2,139,9,36,88,1529
771,53,1,106,10,46,93,1530
771,78,2,107,4,48,90,1531
772,48,1,155,6,50,86,1532
772,42,2,159,1,54,79,1533
773,34,1,218,3,40,67,1534
773,25,2,82,8,95,0,1535
774,19,1,191,5,32,69,1536
774,53,2,167,9,39,74,1537
775,11,1,158,5,42,90,1538
775,78,2,137,5,62,104,1539
776,53,1,107,7,69,113,1540
776,11,2,111,3,33,74,1541
777,78,1,172,5,41,89,1542
777,19,2,170,6,49,82,1543
778,48,1,80,10,67,0,1544
778,34,2,81,2,58,0,1545
779,25,1,36,10,0,0,1546
779,42,2,40,1,0,0,1547
780,53,1,131,6,47,94,1548
780,48,2,132,4,50,92,1549
781,78,1,191,5,37,77,1550
781,25,2,100,9,61,120,1551
782,19,1,175,7,34,66,1552
782,34,2,107,10,42,102,1553
783,11,1,165,7,37,71,1554
783,42,2,109,10,48,101,1555
784,78,1,131,8,48,95,1556
784,48,2,132,3,46,78,1557
785,25,1,109,8,36,113,1558
785,53,2,115,1,48,72,1559
786,42,1,87,9,77,0,1560
786,34,2,90,1,44,0,1561
787,11,1,159,10,47,86,1562
787,19,2,160,3,57,80,1563
788,19,1,178,5,34,79,1564
788,11,2,165,7,29,68,1565
789,42,1,135,6,44,93,1566
789,34,2,137,4,55,93,1567
790,42,1,137,10,39,82,1568
790,11,2,140,1,41,76,1569
791,19,1,164,8,42,67,1570
791,42,2,165,3,37,67,1571
792,11,1,127,10,51,97,1572
792,34,2,111,9,43,108,1573
793,19,1,192,3,32,74,1574
793,34,2,167,5,33,76,1575
794,11,1,108,4,36,70,1576
794,47,2,111,3,31,54,1577
795,47,1,225,7,33,61,1578
795,11,2,221,5,23,54,1579
796,24,1,173,8,44,81,1580
796,11,2,142,10,45,77,1581
797,24,1,179,4,35,71,1582
797,11,2,91,10,50,0,1583
798,11,1,174,6,41,84,1584
798,24,2,180,4,36,74,1585
799,10,1,211,5,37,70,1586
799,11,2,190,9,30,63,1587
800,10,1,182,6,55,86,1588
800,11,2,138,10,47,92,1589
801,34,1,183,9,34,68,1590
801,9,2,168,10,29,75,1591
802,63,1,180,3,49,78,1592
802,9,2,172,10,46,72,1593
803,63,1,114,8,44,103,1594
803,34,2,117,4,40,70,1595
804,34,1,203,7,44,76,1596
804,9,2,166,10,39,70,1597
805,63,1,196,6,37,72,1598
805,9,2,199,2,38,70,1599
806,34,1,223,5,31,59,1600
806,63,2,138,10,26,73,1601
807,34,1,168,6,41,88,1602
807,9,2,118,10,51,87,1603
808,4,1,128,10,34,70,1604
808,14,2,134,0,31,70,1605
809,4,1,124,9,50,97,1606
809,14,2,126,7,26,75,1607
810,14,1,176,5,37,75,1608
810,4,2,177,6,37,87,1609
811,24,1,225,5,37,72,1610
811,49,2,157,8,41,82,1611
812,24,1,254,5,30,58,1612
812,49,2,152,9,34,65,1613
813,43,1,127,5,52,98,1614
813,61,2,128,2,41,88,1615
814,61,1,177,4,57,83,1616
814,43,2,178,3,47,86,1617
815,61,1,185,7,50,82,1618
815,43,2,133,10,54,85,1619
816,70,1,137,7,76,105,1620
816,76,2,100,7,63,120,1621
817,86,1,129,5,59,100,1622
817,70,2,78,9,84,0,1623
818,70,1,120,7,63,104,1624
818,76,2,126,2,51,95,1625
819,76,1,78,10,75,0,1626
819,86,2,80,2,48,0,1627
820,86,1,107,10,71,111,1628
820,76,2,111,2,46,101,1629
821,86,1,125,8,55,104,1630
821,70,2,84,10,68,0,1631
822,85,1,137,8,46,97,1632
822,96,2,142,7,54,93,1633
823,85,1,171,5,31,79,1634
823,96,2,33,10,0,0,1635
824,85,1,164,4,43,81,1636
824,96,2,109,8,75,111,1637
825,36,1,132,6,37,98,1638
825,22,2,135,5,42,80,1639
826,22,1,206,7,32,64,1640
826,84,2,161,6,42,76,1641
827,36,1,137,8,41,89,1642
827,84,2,138,6,44,87,1643
828,69,1,165,4,31,78,1644
828,22,2,166,5,47,75,1645
829,104,1,184,5,32,77,1646
829,36,2,144,8,34,79,1647
830,84,1,158,8,50,83,1648
830,35,2,153,9,33,64,1649
831,22,1,164,8,34,77,1650
831,104,2,162,9,31,72,1651
832,104,1,258,2,20,42,1652
832,35,2,170,7,37,68,1653
833,69,1,158,7,33,78,1654
833,84,2,162,4,36,71,1655
834,36,1,213,0,25,62,1656
834,35,2,192,6,38,64,1657
835,69,1,193,4,28,54,1658
835,104,2,167,9,31,71,1659
836,35,1,131,7,52,94,1660
836,69,2,132,2,27,60,1661
837,84,1,169,7,50,80,1662
837,104,2,175,3,39,71,1663
838,36,1,141,10,60,92,1664
838,69,2,142,2,25,42,1665
839,35,1,204,4,45,74,1666
839,22,2,205,4,32,62,1667
840,36,1,170,6,37,81,1668
840,35,2,171,5,34,76,1669
841,104,1,221,5,26,50,1670
841,84,2,151,6,35,72,1671
842,69,1,171,6,35,79,1672
842,22,2,162,7,40,83,1673
843,100,1,178,4,31,73,1674
843,76,2,141,7,52,84,1675
844,24,1,148,7,53,96,1676
844,62,2,132,10,53,100,1677
845,62,1,147,4,49,80,1678
845,24,2,149,2,32,65,1679
846,82,1,153,4,46,80,1680
846,61,2,146,5,39,91,1681
847,82,1,122,8,68,105,1682
847,61,2,124,2,49,93,1683
848,61,1,128,8,44,91,1684
848,82,2,129,2,38,86,1685
849,82,1,157,8,37,83,1686
849,61,2,161,4,38,78,1687
850,61,1,127,8,37,91,1688
850,82,2,95,10,50,0,1689
851,92,1,225,6,24,45,1690
851,35,2,229,4,42,70,1691
852,92,1,194,8,30,61,1692
852,35,2,199,5,39,66,1693
853,92,1,185,4,49,77,1694
853,35,2,122,1,39,67,1695
854,92,1,242,4,26,66,1696
854,35,2,246,4,33,53,1697
