batter_id, bowler_id, batter_team_id, bowler_team_id, runs_scored_in_inning, balls_played_in_inning, fours_in_inning, sixes_in_inning, out
1,20,14,4,18,24,3,0,1
2,20,14,4,14,16,0,0,0
2,21,14,4,32,20,4,0,0
1,21,14,4,37,24,5,1,1
2,19,14,4,32,22,5,0,1
1,19,14,4,10,8,1,0,1
1,18,14,4,30,19,2,2,1
2,18,14,4,23,26,2,0,0
1,22,14,4,20,18,2,0,1
2,22,14,4,6,7,0,0,1
3,22,14,4,6,6,0,0,0
1,15,14,4,8,3,0,1,1
3,15,14,4,2,2,0,0,0
4,15,14,4,12,8,0,1,0
3,18,14,4,2,4,0,0,0
4,18,14,4,13,14,0,0,0
4,20,14,4,22,15,2,0,0
3,20,14,4,28,14,1,2,2
4,22,14,4,12,3,0,1,0
4,19,14,4,11,6,0,1,1
3,19,14,4,11,5,0,1,0
5,19,14,4,3,2,0,0,0
5,20,14,4,14,12,1,0,2
3,21,14,4,12,11,0,0,1
5,21,14,4,6,6,0,0,0
6,20,14,4,2,3,0,0,1
6,21,14,4,13,6,2,0,0
12,8,4,14,26,16,5,0,1
13,8,4,14,2,5,0,0,1
12,10,4,14,14,8,2,1,0
14,8,4,14,10,6,1,0,0
14,10,4,14,14,5,3,0,0
14,6,4,14,6,6,1,0,0
12,6,4,14,0,3,0,0,1
14,11,4,14,17,8,2,1,1
14,9,4,14,8,12,0,0,1
12,9,4,14,6,5,1,0,1
14,5,4,14,8,8,0,0,0
12,5,4,14,3,4,0,0,0
15,9,4,14,6,8,0,0,1
15,10,4,14,6,5,0,0,0
16,9,4,14,20,14,0,1,0
15,6,4,14,21,17,2,0,0
16,6,4,14,6,7,0,0,1
15,11,4,14,33,15,5,1,0
16,11,4,14,4,3,1,0,1
15,8,4,14,19,14,3,0,0
16,8,4,14,7,5,1,0,0
15,5,4,14,0,2,0,0,1
17,5,4,14,11,6,2,0,0
16,5,4,14,0,1,0,0,1
18,5,4,14,5,3,1,0,0
18,6,4,14,14,14,2,0,3
17,6,4,14,30,15,4,1,0
18,11,4,14,1,3,0,0,0
17,11,4,14,11,9,1,0,0
23,19,14,4,24,14,2,2,0
23,21,14,4,4,2,1,0,0
23,14,14,4,22,6,1,3,0
2,15,14,4,22,13,0,2,0
23,15,14,4,3,4,0,0,1
4,21,14,4,5,4,0,0,0
5,18,14,4,5,4,0,0,1
7,19,14,4,7,3,1,0,0
7,20,14,4,0,1,0,0,1
8,20,14,4,3,2,0,0,0
8,21,14,4,0,1,0,0,1
11,21,14,4,0,2,0,0,1
24,21,14,4,0,1,0,0,1
13,5,4,14,8,8,2,0,1
25,6,4,14,14,14,0,1,0
25,24,4,14,24,28,2,1,3
15,24,4,14,21,11,2,1,0
17,24,4,14,2,4,0,0,0
15,4,4,14,30,14,1,3,0
17,4,4,14,9,11,0,0,0
17,8,4,14,6,7,1,0,1
18,8,4,14,3,4,0,0,0
18,24,4,14,1,2,0,0,0
18,4,4,14,1,4,0,0,0
21,6,4,14,12,8,2,0,0
21,11,4,14,1,3,0,0,1
20,11,4,14,1,1,0,0,0
1,16,14,4,11,5,0,1,0
2,16,14,4,1,1,0,0,0
23,18,14,4,1,1,0,0,0
23,26,14,4,6,8,1,0,1
2,26,14,4,13,7,1,0,0
3,26,14,4,4,3,0,0,0
6,26,14,4,2,2,0,0,1
4,26,14,4,1,2,0,0,0
7,26,14,4,1,2,0,0,0
14,24,4,14,19,7,1,2,0
13,24,4,14,2,1,0,0,0
13,6,4,14,6,4,0,1,1
25,5,4,14,6,4,1,0,0
25,4,4,14,16,8,2,1,1
14,4,4,14,9,5,2,0,0
25,9,4,14,28,22,3,0,1
14,3,4,14,0,1,0,0,1
15,3,4,14,4,2,0,0,0
16,3,4,14,5,6,0,0,0
17,9,4,14,13,16,0,1,2
17,3,4,14,6,3,1,0,0
26,9,4,14,29,31,0,2,2
18,9,4,14,5,2,1,0,0
21,24,4,14,6,3,1,0,0
16,24,4,14,8,3,0,1,0
20,6,4,14,1,1,0,0,0
20,8,4,14,8,10,1,0,0
21,8,4,14,1,1,0,0,0
19,8,4,14,5,3,1,0,0
27,47,54,11,2,4,0,0,0
28,47,54,11,3,8,0,0,0
27,48,54,11,32,14,2,3,0
28,48,54,11,2,3,0,0,1
27,42,54,11,22,11,4,0,1
29,48,54,11,23,7,1,2,0
27,44,54,11,12,9,2,0,0
27,46,54,11,13,13,0,1,1
29,46,54,11,10,7,1,0,0
29,44,54,11,8,10,0,0,0
29,42,54,11,5,5,0,0,1
30,46,54,11,0,2,0,0,0
29,47,54,11,4,3,0,0,0
30,47,54,11,6,3,1,0,0
30,44,54,11,0,1,0,0,1
31,44,54,11,2,4,0,0,0
31,48,54,11,9,7,0,1,0
31,46,54,11,1,2,0,0,0
31,42,54,11,14,7,2,0,0
32,42,54,11,13,8,0,1,0
32,47,54,11,5,4,1,0,0
31,47,54,11,3,2,0,0,0
33,48,54,11,1,1,0,0,0
33,42,54,11,1,3,0,0,0
38,32,11,54,10,12,1,0,0
39,32,11,54,8,12,0,1,1
38,36,11,54,8,8,1,0,1
40,36,11,54,1,3,0,0,0
40,32,11,54,3,3,0,0,1
41,32,11,54,0,1,0,0,0
39,36,11,54,7,5,1,0,0
41,36,11,54,0,1,0,0,0
41,28,11,54,0,2,0,0,1
43,28,11,54,6,6,1,0,1
42,28,11,54,1,1,0,0,0
42,32,11,54,1,4,0,0,0
43,32,11,54,2,2,0,0,0
43,35,11,54,7,5,1,0,0
42,35,11,54,5,2,1,0,0
42,31,11,54,24,18,3,0,1
43,31,11,54,5,8,0,0,0
42,36,11,54,8,4,0,1,0
43,36,11,54,6,4,1,0,0
42,34,11,54,7,4,1,0,0
43,34,11,54,18,7,4,0,0
44,31,11,54,10,7,1,0,0
44,34,11,54,0,1,0,0,0
44,36,11,54,0,1,0,0,1
45,36,11,54,1,3,0,0,0
45,28,11,54,2,3,0,0,0
45,34,11,54,1,3,0,0,1
46,34,11,54,1,2,0,0,0
47,34,11,54,0,3,0,0,1
46,28,11,54,0,3,0,0,1
48,28,11,54,1,3,0,0,0
48,34,11,54,1,1,0,0,0
60,58,82,47,7,9,1,0,0
61,58,82,47,13,6,0,2,0
61,56,82,47,11,5,1,1,0
60,56,82,47,8,5,1,0,1
60,57,82,47,5,5,1,0,0
61,57,82,47,2,9,0,0,1
62,57,82,47,0,3,0,0,0
62,58,82,47,0,1,0,0,0
63,58,82,47,2,2,0,0,0
63,56,82,47,12,8,2,0,0
63,55,82,47,24,18,2,0,1
64,55,82,47,15,21,1,0,0
64,56,82,47,10,6,2,0,0
64,59,82,47,24,18,2,0,2
63,59,82,47,3,4,0,0,0
65,59,82,47,2,4,0,0,0
65,55,82,47,1,4,0,0,1
66,55,82,47,13,18,1,0,1
66,59,82,47,20,18,0,3,0
67,55,82,47,4,5,0,0,0
67,59,82,47,2,2,0,0,0
67,57,82,47,4,5,0,0,1
66,57,82,47,24,19,1,2,1
68,57,82,47,5,6,0,0,1
68,58,82,47,1,1,0,0,0
66,58,82,47,18,5,1,2,0
49,70,47,82,6,16,0,0,1
51,70,47,82,11,10,2,0,0
50,68,47,82,31,21,6,0,0
50,70,47,82,11,16,1,0,1
51,68,47,82,0,3,0,0,0
51,69,47,82,9,4,2,0,0
50,69,47,82,3,3,0,0,0
50,60,47,82,22,14,2,1,1
51,60,47,82,13,18,1,0,1
52,60,47,82,1,2,0,0,0
50,63,47,82,10,9,1,0,0
52,63,47,82,5,9,0,0,0
53,60,47,82,6,9,0,0,0
53,63,47,82,11,6,0,1,0
52,67,47,82,36,27,0,4,1
53,67,47,82,34,25,5,0,0
52,69,47,82,7,7,0,0,1
53,69,47,82,0,1,0,0,1
54,69,47,82,9,8,1,0,0
52,68,47,82,6,4,1,0,0
54,68,47,82,13,11,1,0,0
54,70,47,82,3,5,0,0,1
52,70,47,82,4,4,0,0,0
55,69,47,82,6,5,0,1,1
55,70,47,82,17,10,1,1,0
55,68,47,82,14,6,0,1,1
56,68,47,82,1,2,0,0,0
60,72,82,47,5,15,1,0,2
61,72,82,47,7,10,1,0,1
60,71,82,47,10,6,2,0,0
61,71,82,47,9,11,2,0,0
73,71,82,47,10,8,1,0,0
73,72,82,47,1,2,0,0,0
63,72,82,47,1,2,0,0,1
65,72,82,47,0,1,0,0,1
64,71,82,47,1,6,0,0,1
73,55,82,47,18,15,1,1,0
73,59,82,47,27,22,0,3,1
64,57,82,47,4,7,0,0,0
73,57,82,47,1,6,0,0,1
70,57,82,47,2,6,0,0,0
70,72,82,47,1,5,0,0,0
67,72,82,47,0,1,0,0,0
70,71,82,47,8,3,0,1,0
67,71,82,47,0,1,0,0,1
69,71,82,47,0,2,0,0,0
49,68,47,82,8,6,1,0,1
49,69,47,82,15,11,2,0,0
49,67,47,82,13,9,0,1,0
50,67,47,82,9,9,1,0,0
49,60,47,82,11,6,0,1,0
49,63,47,82,11,9,0,1,1
49,76,47,82,25,18,3,1,0
50,76,47,82,1,1,0,0,0
51,67,47,82,6,7,0,0,1
54,67,47,82,2,1,0,0,0
53,68,47,82,12,11,1,0,0
53,76,47,82,16,6,2,1,0
54,76,47,82,1,5,0,0,0
53,70,47,82,8,5,1,0,1
55,76,47,82,1,1,0,0,0
71,68,47,82,1,1,0,0,0
74,72,82,47,6,6,1,0,0
74,71,82,47,13,6,3,0,1
74,57,82,47,1,1,0,0,0
74,55,82,47,2,6,0,0,0
61,55,82,47,10,13,1,0,2
74,59,82,47,6,4,1,0,0
61,59,82,47,2,2,0,0,0
75,71,82,47,2,3,0,0,0
66,71,82,47,0,2,0,0,0
75,57,82,47,10,5,0,1,0
75,72,82,47,11,5,1,1,0
66,72,82,47,4,2,1,0,1
77,96,66,24,25,20,3,0,1
77,97,66,24,2,3,0,0,0
78,97,66,24,0,2,0,0,1
79,97,66,24,14,7,1,1,0
79,96,66,24,2,10,0,0,0
80,96,66,24,9,11,1,0,1
79,98,66,24,0,1,0,0,1
81,98,66,24,0,1,0,0,1
82,98,66,24,9,12,1,0,1
80,93,66,24,6,8,0,0,1
82,93,66,24,20,21,0,1,0
80,98,66,24,4,3,0,0,0
80,95,66,24,21,13,2,0,1
82,95,66,24,9,17,0,0,0
83,95,66,24,14,11,1,1,2
83,93,66,24,2,5,0,0,0
83,98,66,24,10,5,0,1,0
84,95,66,24,0,1,0,0,0
82,97,66,24,19,8,1,2,0
84,97,66,24,1,1,0,0,0
84,96,66,24,0,1,0,0,1
85,96,66,24,1,1,0,0,0
82,96,66,24,5,4,1,0,0
85,97,66,24,5,3,1,0,0
86,98,66,24,4,5,0,0,0
85,98,66,24,1,2,0,0,0
88,80,24,66,2,3,0,0,0
89,80,24,66,64,49,6,2,1
89,84,24,66,26,21,3,0,0
88,84,24,66,0,2,0,0,0
89,86,24,66,31,24,4,0,1
88,86,24,66,4,2,1,0,1
90,87,24,66,5,11,0,0,1
91,87,24,66,32,23,1,2,1
89,87,24,66,21,21,3,0,1
91,86,24,66,12,7,0,1,0
91,80,24,66,7,13,0,0,1
92,84,24,66,17,11,2,0,0
92,80,24,66,13,11,1,0,0
89,83,24,66,20,22,1,0,0
92,83,24,66,6,8,0,0,1
93,84,24,66,7,3,0,1,0
93,83,24,66,1,2,0,0,0
93,87,24,66,6,7,0,0,0
93,80,24,66,2,3,0,0,0
93,86,24,66,24,12,1,2,1
89,81,24,66,9,4,0,1,0
93,81,24,66,17,6,2,1,0
94,84,24,66,0,1,0,0,1
90,84,24,66,36,25,3,1,0
90,86,24,66,13,11,2,0,2
90,80,24,66,18,15,1,1,0
91,83,24,66,19,11,2,1,1
90,83,24,66,14,5,0,2,0
92,82,24,66,2,3,0,0,0
90,82,24,66,63,24,3,6,0
92,86,24,66,17,7,1,1,0
92,87,24,66,11,9,1,0,0
99,87,24,66,19,19,0,1,1
99,80,24,66,2,2,0,0,0
99,86,24,66,5,6,1,0,2
95,86,24,66,4,4,0,0,0
77,95,66,24,2,2,0,0,0
78,95,66,24,0,3,0,0,1
79,95,66,24,12,16,1,0,0
77,101,66,24,19,10,3,1,1
79,101,66,24,15,7,3,0,0
77,93,66,24,0,0,0,0,0
79,93,66,24,25,12,1,2,0
81,96,66,24,12,10,1,0,0
81,101,66,24,19,12,3,0,1
81,100,66,24,53,34,3,4,3
79,100,66,24,10,8,0,1,1
81,89,66,24,1,4,0,0,0
79,89,66,24,10,10,1,0,1
81,93,66,24,9,5,0,1,0
81,95,66,24,15,13,2,0,0
82,101,66,24,14,6,3,0,0
82,89,66,24,5,6,0,0,0
82,100,66,24,35,28,3,1,4
83,100,66,24,2,7,0,0,1
83,89,66,24,1,3,0,0,1
85,89,66,24,2,2,0,0,1
85,100,66,24,19,10,0,2,0
85,95,66,24,5,4,0,0,0
84,100,66,24,3,5,0,0,1
86,89,66,24,1,1,0,0,0
87,89,66,24,0,4,0,0,0
86,96,66,24,0,1,0,0,1
99,84,24,66,8,4,2,0,0
89,102,24,66,16,16,1,1,0
99,102,24,66,1,2,0,0,0
92,102,24,66,5,3,1,0,0
91,84,24,66,37,14,1,4,1
91,102,24,66,16,6,0,2,0
91,81,24,66,20,5,0,3,0
93,102,24,66,1,1,0,0,0
81,99,66,24,17,6,3,0,0
80,100,66,24,32,22,4,0,0
80,89,66,24,5,6,0,0,0
80,101,66,24,6,7,0,0,1
83,96,66,24,6,3,1,0,0
85,101,66,24,13,9,2,0,0
86,101,66,24,1,1,0,0,0
106,101,10,24,4,11,0,0,0
107,101,10,24,0,2,0,0,1
106,96,10,24,26,11,6,0,1
107,96,10,24,0,2,0,0,0
108,101,10,24,2,5,0,0,0
106,105,10,24,18,12,2,0,0
108,105,10,24,23,13,3,1,1
108,95,10,24,17,7,0,2,0
106,95,10,24,5,7,0,0,0
108,93,10,24,4,4,0,0,1
106,93,10,24,6,5,0,0,0
106,90,10,24,11,4,1,1,0
108,90,10,24,0,2,0,0,0
109,93,10,24,9,6,0,1,1
109,95,10,24,8,6,1,0,0
109,96,10,24,9,5,2,0,0
110,95,10,24,10,4,0,1,0
110,93,10,24,1,1,0,0,0
111,93,10,24,0,2,0,0,0
110,105,10,24,53,26,10,0,1
111,105,10,24,1,1,0,0,0
110,96,10,24,7,3,0,1,0
111,96,10,24,7,3,0,1,0
111,101,10,24,0,1,0,0,1
110,101,10,24,1,3,0,0,0
112,101,10,24,1,2,0,0,0
112,105,10,24,8,5,0,1,0
113,105,10,24,11,6,1,1,0
104,112,24,10,1,6,0,0,1
89,112,24,10,5,3,1,0,0
104,116,24,10,4,5,0,0,0
89,116,24,10,2,5,0,0,0
90,112,24,10,14,14,3,0,2
92,112,24,10,4,8,1,0,0
92,116,24,10,7,2,0,1,0
89,113,24,10,3,4,0,0,0
92,113,24,10,14,7,1,1,0
89,114,24,10,4,3,1,0,1
91,114,24,10,1,3,0,0,1
92,114,24,10,6,6,1,0,0
91,113,24,10,3,3,0,0,0
91,115,24,10,3,5,0,0,0
92,115,24,10,2,4,0,0,1
93,115,24,10,13,5,0,2,1
94,115,24,10,0,1,0,0,1
95,115,24,10,0,2,0,0,0
93,114,24,10,2,2,0,0,0
95,114,24,10,5,4,1,0,1
96,115,24,10,5,4,1,0,1
105,115,24,10,1,2,0,0,1
105,113,24,10,19,4,0,3,0
96,113,24,10,1,2,0,0,0
101,115,24,10,1,1,0,0,0
128,125,10,64,13,16,2,0,1
109,125,10,64,24,18,0,2,1
129,125,10,64,15,15,2,0,0
129,127,10,64,0,1,0,0,1
130,127,10,64,28,21,5,0,1
109,127,10,64,11,8,2,0,0
130,125,10,64,18,10,0,2,1
109,126,10,64,53,27,5,3,1
130,126,10,64,63,39,5,4,3
111,127,10,64,24,13,1,2,0
111,126,10,64,25,19,2,1,2
109,123,10,64,21,21,0,1,0
111,123,10,64,6,9,0,0,0
111,124,10,64,14,19,1,0,0
109,124,10,64,39,22,3,2,1
111,125,10,64,19,14,2,0,0
117,128,64,10,33,15,2,3,0
118,128,64,10,6,7,0,0,0
118,113,64,10,7,8,1,0,1
117,113,64,10,19,6,3,1,0
117,114,64,10,24,19,2,0,1
119,114,64,10,78,56,7,4,3
118,114,64,10,4,5,0,0,1
118,115,64,10,33,20,1,3,1
119,115,64,10,18,9,1,1,0
119,133,64,10,117,65,5,8,2
118,133,64,10,3,7,0,0,0
118,132,64,10,12,8,1,0,0
119,132,64,10,19,13,2,0,0
119,128,64,10,14,8,3,0,0
129,126,10,64,19,16,2,0,1
128,126,10,64,12,13,0,1,1
129,136,10,64,12,10,2,0,2
131,136,10,64,23,12,2,2,1
128,136,10,64,22,19,2,1,0
128,135,10,64,17,14,1,1,1
131,135,10,64,3,8,0,0,1
128,123,10,64,20,12,1,2,1
131,123,10,64,2,2,0,0,0
109,135,10,64,33,17,4,1,0
130,123,10,64,6,4,0,0,0
130,135,10,64,2,4,0,0,1
111,135,10,64,1,1,0,0,0
112,125,10,64,4,7,0,0,0
111,136,10,64,10,6,0,1,0
112,136,10,64,11,9,1,0,1
112,126,10,64,8,6,1,0,1
114,136,10,64,9,8,0,1,1
137,136,10,64,0,1,0,0,0
116,126,10,64,4,1,1,0,0
117,137,64,10,33,17,7,0,1
122,137,64,10,1,2,0,0,0
117,112,64,10,12,13,1,0,0
122,112,64,10,4,6,0,0,1
119,112,64,10,4,7,1,0,1
117,116,64,10,6,6,1,0,0
119,116,64,10,6,6,1,0,0
119,137,64,10,16,10,2,1,1
117,133,64,10,31,28,1,1,2
134,112,64,10,3,6,0,0,1
134,133,64,10,8,12,0,0,1
121,112,64,10,33,29,4,0,0
121,116,64,10,8,6,1,0,1
134,116,64,10,2,5,0,0,1
134,114,64,10,17,11,3,0,1
121,114,64,10,46,16,3,4,2
120,114,64,10,24,16,3,0,0
120,116,64,10,5,3,1,0,1
123,116,64,10,1,1,0,0,0
123,114,64,10,6,4,1,0,0
118,137,64,10,12,11,2,0,0
118,112,64,10,9,10,1,0,0
138,112,64,10,12,7,1,1,0
138,137,64,10,16,14,1,1,0
138,114,64,10,31,19,3,1,2
118,116,64,10,10,7,0,1,0
138,116,64,10,14,5,3,0,0
138,115,64,10,21,11,5,0,1
121,115,64,10,33,35,1,0,2
122,115,64,10,3,2,0,0,0
122,114,64,10,1,3,0,0,0
122,116,64,10,6,4,0,1,1
135,116,64,10,0,1,0,0,0
135,114,64,10,0,1,0,0,1
125,116,64,10,1,2,0,0,1
136,116,64,10,1,2,0,0,0
128,124,10,64,8,6,1,0,0
130,124,10,64,1,1,0,0,0
131,126,10,64,3,6,0,0,0
114,126,10,64,20,17,2,1,1
131,125,10,64,20,6,0,3,0
114,125,10,64,14,6,2,0,0
114,135,10,64,1,4,0,0,0
137,126,10,64,5,2,1,0,0
139,125,28,64,53,27,3,6,1
140,125,28,64,1,2,0,0,0
140,150,28,64,7,10,1,0,0
139,136,28,64,12,7,1,1,0
140,136,28,64,21,6,2,2,0
139,126,28,64,19,16,2,1,1
140,126,28,64,5,2,1,0,0
140,135,28,64,7,5,1,0,1
139,135,28,64,0,1,0,0,0
141,135,28,64,31,25,3,2,1
141,151,28,64,12,17,0,0,1
140,151,28,64,10,3,1,1,0
141,150,28,64,7,5,1,0,0
142,135,28,64,11,5,0,1,0
143,135,28,64,1,2,0,0,1
143,151,28,64,11,15,1,0,3
142,151,28,64,2,3,0,0,1
144,135,28,64,1,3,0,0,0
144,151,28,64,56,60,2,1,3
145,151,28,64,7,10,0,1,3
144,126,28,64,35,13,1,4,0
145,126,28,64,8,9,0,0,0
146,151,28,64,2,3,0,0,1
144,136,28,64,8,4,0,1,1
147,136,28,64,11,11,1,0,0
147,126,28,64,9,5,0,1,0
148,136,28,64,1,1,0,0,0
148,126,28,64,0,2,0,0,1
149,126,28,64,2,2,0,0,0
117,148,64,28,13,9,2,0,1
150,148,64,28,17,10,1,1,0
118,148,64,28,20,11,2,1,0
118,149,64,28,16,6,4,0,0
150,145,64,28,24,24,2,0,1
118,145,64,28,9,6,2,0,1
150,146,64,28,1,4,0,0,0
118,146,64,28,37,28,4,0,0
120,145,64,28,4,8,0,0,2
150,147,64,28,1,2,0,0,1
120,147,64,28,2,2,0,0,0
121,147,64,28,13,9,1,0,0
120,146,64,28,21,21,2,1,2
119,146,64,28,9,10,0,0,0
121,146,64,28,5,9,0,0,1
119,147,64,28,25,17,3,1,1
121,143,64,28,15,10,2,0,0
121,149,64,28,4,5,0,0,1
119,149,64,28,6,5,0,0,0
119,143,64,28,8,4,0,1,0
151,149,64,28,1,2,0,0,1
125,146,64,28,1,3,0,0,1
135,146,64,28,0,1,0,0,0
119,145,64,28,26,14,3,1,1
126,145,64,28,5,8,0,0,0
135,145,64,28,5,5,0,0,1
126,148,64,28,2,2,0,0,0
135,148,64,28,11,4,2,0,0
126,149,64,28,2,2,0,0,1
135,149,64,28,2,2,0,0,0
136,149,64,28,1,2,0,0,0
155,154,47,64,27,18,3,1,0
49,154,47,64,14,17,1,0,0
155,126,47,64,91,68,10,3,3
155,135,47,64,32,29,2,1,0
49,135,47,64,54,27,7,3,1
49,126,47,64,29,26,2,1,2
156,126,47,64,26,18,1,2,0
156,135,47,64,23,16,4,0,1
155,152,47,64,32,24,0,2,0
156,152,47,64,25,17,2,1,1
155,153,47,64,22,11,1,2,1
157,153,47,64,10,15,1,0,1
156,153,47,64,29,27,1,1,0
157,152,47,64,6,6,0,0,0
157,135,47,64,0,1,0,0,1
54,135,47,64,17,11,1,1,0
54,153,47,64,10,10,0,0,0
54,152,47,64,24,17,4,0,0
52,152,47,64,9,10,0,0,0
52,153,47,64,5,7,0,0,1
158,153,47,64,4,3,0,0,0
158,135,47,64,3,5,0,0,0
158,152,47,64,13,8,1,1,0
54,154,47,64,18,14,1,0,0
158,154,47,64,7,6,1,0,1
159,154,47,64,4,4,0,0,0
159,126,47,64,1,2,0,0,0
54,126,47,64,30,24,3,0,2
117,160,64,47,25,23,2,1,1
122,160,64,47,5,7,0,0,1
122,57,64,47,20,6,3,1,0
117,59,64,47,87,50,6,7,2
150,59,64,47,17,21,1,0,2
122,59,64,47,9,7,0,1,2
120,59,64,47,36,36,2,1,1
150,159,64,47,8,10,0,0,0
120,159,64,47,23,12,1,2,1
120,156,64,47,35,18,0,4,0
150,156,64,47,15,18,0,0,0
120,57,64,47,7,7,1,0,0
150,57,64,47,11,17,1,0,1
120,158,64,47,13,23,0,0,3
150,158,64,47,25,16,1,2,0
152,159,64,47,1,2,0,0,0
152,57,64,47,12,11,1,0,0
152,160,64,47,2,3,0,0,1
150,160,64,47,32,19,5,0,0
155,123,47,64,2,2,0,0,0
49,123,47,64,16,8,1,1,0
49,152,47,64,18,16,3,0,2
49,153,47,64,46,22,2,3,0
156,151,47,64,18,15,1,1,2
49,151,47,64,31,21,3,1,0
157,151,47,64,2,5,0,0,0
52,123,47,64,2,2,0,0,0
52,151,47,64,2,2,0,0,0
52,154,47,64,12,7,0,1,1
52,126,47,64,3,3,0,0,0
158,126,47,64,120,58,2,12,4
120,160,64,47,1,3,0,0,0
150,161,64,47,23,24,2,0,0
120,161,64,47,20,16,2,0,1
152,161,64,47,3,7,0,0,0
152,156,64,47,14,6,1,1,0
152,59,64,47,16,12,1,1,1
121,160,64,47,14,5,1,1,0
121,57,64,47,10,15,1,0,2
153,57,64,47,6,8,0,0,0
126,57,64,47,0,1,0,0,0
156,154,47,64,7,4,0,1,0
54,151,47,64,14,11,1,1,0
157,154,47,64,2,3,0,0,1
157,126,47,64,23,5,1,3,0
162,154,47,64,5,3,1,0,0
117,57,64,47,5,3,1,0,0
117,161,64,47,0,2,0,0,1
153,59,64,47,21,14,2,1,2
126,59,64,47,3,5,0,0,1
135,57,64,47,0,1,0,0,1
154,57,64,47,0,2,0,0,1
170,168,28,47,34,14,4,2,1
140,168,28,47,42,21,6,1,1
140,169,28,47,51,47,4,2,2
170,169,28,47,40,23,6,1,0
140,57,28,47,20,8,2,1,0
170,57,28,47,16,8,2,1,0
170,166,28,47,34,15,1,4,0
140,166,28,47,40,25,1,4,0
140,167,28,47,47,21,0,7,1
170,167,28,47,23,10,1,2,0
171,168,28,47,8,5,0,1,0
140,165,28,47,31,6,0,5,0
171,166,28,47,4,6,0,0,0
171,169,28,47,9,6,0,1,1
171,167,28,47,21,9,2,2,2
143,167,28,47,24,23,1,2,0
145,168,28,47,8,4,0,1,0
143,168,28,47,5,6,0,0,0
143,57,28,47,26,22,1,2,2
145,57,28,47,7,7,1,0,0
143,169,28,47,58,36,3,5,1
145,169,28,47,9,7,1,0,0
172,57,28,47,2,3,0,0,0
173,57,28,47,23,13,2,2,1
141,57,28,47,9,7,2,0,1
163,171,47,28,42,24,3,3,0
164,171,47,28,8,10,1,0,2
163,175,47,28,32,25,5,0,1
164,175,47,28,25,20,2,0,0
155,175,47,28,34,23,4,1,0
155,172,47,28,46,25,7,0,1
163,172,47,28,17,8,1,1,0
49,172,47,28,11,8,1,0,0
49,146,47,28,34,13,4,2,0
163,145,47,28,58,28,5,4,0
49,145,47,28,43,25,6,1,1
163,146,47,28,42,35,1,4,1
163,143,47,28,11,7,0,1,2
49,143,47,28,17,13,2,0,0
54,143,47,28,8,10,0,0,0
54,145,47,28,19,9,2,0,0
54,171,47,28,16,8,0,2,0
49,171,47,28,20,6,1,2,0
54,172,47,28,29,20,2,1,2
170,161,28,47,0,1,0,0,1
173,161,28,47,11,14,1,0,0
141,161,28,47,2,7,0,0,1
173,167,28,47,69,41,6,4,1
141,167,28,47,17,16,3,0,0
141,166,28,47,10,18,1,0,0
173,166,28,47,8,11,1,0,2
174,166,28,47,11,8,0,1,0
143,166,28,47,1,2,0,0,1
174,57,28,47,1,5,0,0,1
171,57,28,47,10,7,0,1,0
172,166,28,47,2,3,0,0,0
171,161,28,47,3,6,0,0,0
172,161,28,47,0,2,0,0,2
145,161,28,47,11,7,1,1,1
175,161,28,47,0,1,0,0,0
146,57,28,47,2,4,0,0,0
175,57,28,47,1,2,0,0,0
146,168,28,47,7,3,0,1,0
175,168,28,47,0,1,0,0,1
170,183,28,80,8,13,0,0,2
140,183,28,80,25,32,0,2,2
174,185,28,80,11,18,1,0,0
170,185,28,80,14,12,2,0,1
174,183,28,80,9,15,0,0,1
141,183,28,80,43,36,4,2,2
172,183,28,80,6,9,0,0,1
172,182,28,80,16,21,2,0,1
170,182,28,80,0,2,0,0,1
187,182,28,80,7,4,0,1,1
187,186,28,80,32,19,2,3,1
143,186,28,80,19,23,0,1,1
143,182,28,80,10,8,1,0,0
172,179,28,80,5,7,0,0,0
143,179,28,80,2,2,0,0,0
172,186,28,80,27,13,3,1,0
143,183,28,80,6,9,0,0,1
145,183,28,80,1,7,0,0,1
146,183,28,80,1,1,0,0,0
146,184,28,80,22,20,3,0,2
172,184,28,80,10,12,0,1,0
148,182,28,80,7,4,0,1,0
148,184,28,80,9,11,1,0,0
172,185,28,80,24,22,2,1,1
148,185,28,80,1,5,0,0,1
148,186,28,80,14,5,3,0,0
175,185,28,80,2,2,0,0,0
176,175,80,28,18,12,2,1,2
177,175,80,28,16,20,0,1,0
176,148,80,28,10,11,2,0,0
177,148,80,28,20,17,4,0,0
176,146,80,28,1,5,0,0,0
177,146,80,28,20,13,2,1,0
178,175,80,28,71,70,4,1,1
177,172,80,28,23,15,4,0,0
178,172,80,28,28,21,3,0,0
178,145,80,28,46,32,5,2,2
177,145,80,28,5,7,0,0,0
177,143,80,28,4,5,0,0,0
178,143,80,28,16,10,2,0,0
178,146,80,28,57,48,3,1,1
178,148,80,28,1,2,0,0,0
179,145,80,28,67,40,7,3,3
179,172,80,28,19,17,2,0,1
179,146,80,28,31,32,1,1,0
181,146,80,28,25,22,2,0,1
181,145,80,28,12,12,1,0,0
181,172,80,28,11,8,1,0,0
179,148,80,28,8,6,1,0,0
181,148,80,28,13,6,2,0,0
180,172,80,28,28,18,2,1,0
